path,label
./data/segments/20200706_L_R001S01C01_003-M_0336.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0337.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0338.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0339.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0340.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0342.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0343.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0344.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0346.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0347.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0348.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0351.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0352.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0353.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0354.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0355.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0356.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0357.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0359.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0360.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0361.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0362.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0363.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0365.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0367.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0369.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0370.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0372.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0375.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0376.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0377.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0378.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0380.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0381.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0382.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0383.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0384.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0388.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0389.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0391.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0394.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_004-M_0395.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0396.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0397.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0399.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0400.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0401.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0402.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0403.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0404.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0405.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0406.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0407.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0408.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0410.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0411.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0413.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0414.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0417.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0420.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0424.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0425.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0426.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0427.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0429.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0430.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0431.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0432.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0433.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0435.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0436.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0437.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0439.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0440.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0441.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0442.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_004-M_0444.wav,20200706_L_R001S01C01_004-M
./data/segments/20200706_L_R001S01C01_005-F_0446.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0447.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0448.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0449.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0450.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0451.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0453.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0455.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0456.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0457.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0459.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0461.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0462.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0463.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0464.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0466.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0467.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0468.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0470.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0471.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0472.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0473.wav,20200706_L_R001S01C01_005-F
./data/segments/20200706_L_R001S01C01_005-F_0474.wav,20200706_L_R001S01C01_005-F
